2024-08-27 17:16:18 UTC | PROCESS | INFO | (pkg/util/log/log.go:831 in func1) | running on platform: ubuntu
2024-08-27 17:16:24 UTC | PROCESS | DEBUG | (pkg/util/cloudproviders/network.go:39 in func1) | GetNetworkID trying GCE
2024-08-27 17:16:24 UTC | PROCESS | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-27 17:16:24 UTC | PROCESS | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/computeMetadata/v1/instance/network-interfaces/' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:253 in GetClusterAgentEndpoint) | Identified service for the Datadog Cluster Agent: kind-datadog-cluster-agent
2024-08-27 17:16:25 UTC | PROCESS | INFO | (pkg/api/security/security.go:194 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:114 in GetClusterAgentClient) | Cluster Agent init error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:25 UTC | PROCESS | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:88 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/store.go:563 in startCandidates) | workloadmeta collector "kube_metadata" could not start, but will retry. error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/cloudproviders/network.go:45 in func1) | GetNetworkID trying EC2
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/meta-data/network/interfaces/macs' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-27 17:16:25 UTC | PROCESS | INFO | (pkg/process/checks/net.go:112 in Init) | no network ID detected: could not detect network ID
2024-08-27 17:16:25 UTC | PROCESS | INFO | (pkg/util/containerd/containerd_util.go:177 in connect) | Connected to containerd - Version v1.7.15/***********************************e31f1
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: containerd for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: containerd for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: containerd for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: containerd for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: containerd for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: containerd-kata
2024-08-27 17:16:25 UTC | PROCESS | INFO | (pkg/util/containers/cri/util.go:172 in detectAPIVersion) | Using CRI v1 API
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/cri/util.go:106 in init) | Successfully connected to CRI containerd v1.7.15
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: cri for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/cgroups/pid_mapper.go:81 in getPidMapper) | cgroup.procs file at: /host/sys/fs/cgroup/cgroup.procs is empty or unreadable, considering we're not running in host PID namespace, err: <nil>
2024-08-27 17:16:25 UTC | PROCESS | WARN | (pkg/util/cgroups/pid_mapper.go:97 in getPidMapper) | Usage of cgroupv2 detected but the Agent does not seem to run in host cgroup namespace. Make sure to run with --cgroupns=host, some feature may not work otherwise
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/system/collector_linux.go:158 in newSystemCollector) | Chosen system collectors: &{Stats:{Collector:0x4001c8d810 Priority:0} Network:{Collector:0x4001c8d810 Priority:0} OpenFilesCount:{Collector:0x4001c8d810 Priority:0} PIDs:{Collector:0x4001c8d810 Priority:0} ContainerIDForPID:{Collector:0x4001c8d810 Priority:0} ContainerIDForInode:{Collector:0x4001c8d810 Priority:0} SelfContainerID:{Collector:0x4001c8d810 Priority:10} ContainerIDForPodUIDAndContName:{Collector:<nil> Priority:0}}
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: podman
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: ecsfargate
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerStatsGetter] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerOpenFilesCountGetter] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerPIDsGetter] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPIDRetriever] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForInodeRetriever] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: system for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.SelfContainerIDRetriever] and runtime: garden
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/registry.go:137 in retryCollectors) | Metrics collector: docker went into PermaFail, removed from candidates
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/registry.go:137 in retryCollectors) | Metrics collector: ecs_fargate went into PermaFail, removed from candidates
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: kubelet for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPodUIDAndContNameRetriever] and runtime: containerd
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: kubelet for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerNetworkStatsGetter] and runtime: containerd-kata
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: kubelet for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPodUIDAndContNameRetriever] and runtime: containerd-kata
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: kubelet for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPodUIDAndContNameRetriever] and runtime: cri-o
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/containers/metrics/provider/collector.go:35 in bestCollector) | Using collector id: kubelet for type: provider.CollectorRef[github.com/DataDog/datadog-agent/pkg/util/containers/metrics/provider.ContainerIDForPodUIDAndContNameRetriever] and runtime: docker
2024-08-27 17:16:25 UTC | PROCESS | INFO | (comp/core/tagger/taggerimpl/collectors/workloadmeta_main.go:138 in stream) | workloadmeta tagger collector started
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/process/checks/net.go:190 in Run) | collected connections in 8.05475ms
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153267809499267072
2024-08-27 17:16:25 UTC | PROCESS | INFO | (pkg/process/runner/runner.go:243 in logCheckDuration) | Finished connections check #1 in 12.248917ms
2024-08-27 17:16:25 UTC | PROCESS | INFO | (comp/forwarder/defaultforwarder/transaction/transaction.go:417 in internalProcess) | Successfully posted payload to "https://process.datadoghq.com/api/v1/connections" (202 Accepted), the agent will only log transaction success every 500 transactions
2024-08-27 17:16:25 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 9 changed pods out of 9
2024-08-27 17:16:26 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:114 in GetClusterAgentClient) | Cluster Agent init error: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:26 UTC | PROCESS | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:88 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:26 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/store.go:563 in startCandidates) | workloadmeta collector "kube_metadata" could not start, but will retry. error: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:27 UTC | PROCESS | INFO | (pkg/util/containers/metrics/provider/registry.go:101 in collectorDiscovery) | Container metrics provider discovery process finished
2024-08-27 17:16:30 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:253 in GetClusterAgentEndpoint) | Identified service for the Datadog Cluster Agent: kind-datadog-cluster-agent
2024-08-27 17:16:30 UTC | PROCESS | INFO | (pkg/api/security/security.go:194 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
2024-08-27 17:16:30 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:114 in GetClusterAgentClient) | Cluster Agent init error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:30 UTC | PROCESS | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:88 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:30 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/store.go:563 in startCandidates) | workloadmeta collector "kube_metadata" could not start, but will retry. error: temporary failure in clusterAgentClient, will retry later: "https://10.96.66.205:5005/version" is unavailable: 403 Forbidden
2024-08-27 17:16:30 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 9
2024-08-27 17:16:34 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:114 in GetClusterAgentClient) | Cluster Agent init error: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:34 UTC | PROCESS | ERROR | (comp/core/workloadmeta/collectors/internal/kubemetadata/kubemetadata.go:88 in Start) | Could not initialise the communication with the cluster agent: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:34 UTC | PROCESS | DEBUG | (comp/core/workloadmeta/store.go:563 in startCandidates) | workloadmeta collector "kube_metadata" could not start, but will retry. error: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2024-08-27 17:16:35 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
2024-08-27 17:16:35 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:16:35 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 9
2024-08-27 17:16:38 UTC | PROCESS | DEBUG | (pkg/util/clusteragent/clusteragent.go:253 in GetClusterAgentEndpoint) | Identified service for the Datadog Cluster Agent: kind-datadog-cluster-agent
2024-08-27 17:16:38 UTC | PROCESS | INFO | (pkg/api/security/security.go:194 in getClusterAgentAuthToken) | Using configured cluster_agent.auth_token
