2024-08-19 15:35:57 UTC | CLUSTER | INFO | (pkg/util/log/log.go:826 in func1) | Starting to load the configuration
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/util.go:83 in func1) | Sync done for informer v1/persistentvolumes in 100.063125ms, last resource version: 4630
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/util.go:83 in func1) | Sync done for informer apps/v1/statefulsets in 100.069167ms, last resource version: 4630
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/util.go:83 in func1) | Sync done for informer apps/v1/replicasets in 100.060291ms, last resource version: 4655
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/util.go:83 in func1) | Sync done for informer v1/persistentvolumeclaims in 100.601875ms, last resource version: 4687
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/clusteragent/admission/controllers/webhook/controller_base.go:261 in processNextWorkItem) | Webhook datadog-webhook reconciled successfully
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/util.go:83 in func1) | Sync done for informer v1/services in 300.103084ms, last resource version: 4631
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler.go:202 in getChecks) | Core Check Loader: successfully loaded check 'orchestrator'
2024-08-19 15:35:59 UTC | CLUSTER | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check orchestrator:5e313062cfc91216 with an interval of 10s
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler.go:191 in getChecks) | Loading check instance for check 'kubernetes_apiserver' using default loaders
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler.go:202 in getChecks) | Core Check Loader: successfully loaded check 'kubernetes_apiserver'
2024-08-19 15:35:59 UTC | CLUSTER | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check kubernetes_apiserver with an interval of 15s
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler/job.go:165 in func1) | Job queue is running...
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler.go:191 in getChecks) | Loading check instance for check 'kubernetes_state_core' using default loaders
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler/job.go:165 in func1) | Job queue is running...
2024-08-19 15:35:59 UTC | CLUSTER | INFO | (v2@v2.120.1/klog.go:813 in infoS) | "Active resources" activeStoreNames="configmaps,cronjobs,daemonsets,deployments,endpoints,horizontalpodautoscalers,ingresses,jobs,jobs_extended,limitranges,namespaces,nodes,nodes_extended,persistentvolumeclaims,persistentvolumes,poddisruptionbudgets,pods,pods_extended,replicasets,replicationcontrollers,resourcequotas,secrets,services,statefulsets,storageclasses,volumeattachments"
2024-08-19 15:35:59 UTC | CLUSTER | DEBUG | (pkg/collector/scheduler.go:202 in getChecks) | Core Check Loader: successfully loaded check 'kubernetes_state_core'
2024-08-19 15:35:59 UTC | CLUSTER | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check kubernetes_state_core:f0ece86b2bc4e82e with an interval of 15s
2024-08-19 15:35:59 UTC | CLUSTER | INFO | (comp/core/workloadmeta/collectors/internal/kubeapiserver/kubeapiserver.go:190 in startReadiness) | All (3) K8S reflectors synced to workloadmeta
2024-08-19 15:36:00 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:36:00 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:00 UTC | CLUSTER | INFO | (client-go@v0.28.6/rest/request.go:697 in Infof) | Waited for 1.106229376s due to client-side throttling, not priority and fairness, request: GET:https://10.96.0.1:443/api/v1/nodes?limit=500&resourceVersion=0
2024-08-19 15:36:01 UTC | CLUSTER | INFO | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:218 in EnsureLeaderElectionRuns) | Leader election running, current leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:01 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:01 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:36:01 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:01 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:36:01 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:36:07 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:36:07 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:07 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:36:07 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:36:08 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:08 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:10 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:10 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:10 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:10 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:36:12 UTC | CLUSTER | INFO | (comp/core/healthprobe/impl/healthprobe.go:165 in healthHandler) | Healthcheck failed on: [ad-servicelistening tagger-workloadmeta workloadmeta-store workloadmeta-puller ad-config-provider-kubernetes-endpoints collector-queue-10s aggregator tagger-store ad-config-provider-kubernetes-services clusterchecks-leadership process-language-detection-patcher collector-queue-15s workloadmeta-kubeapiserver]
2024-08-19 15:36:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:36:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:679 in sendEvents) | Flushing 1 events to the forwarder
2024-08-19 15:36:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:36:13 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:36:13 UTC | CLUSTER | INFO | (comp/forwarder/defaultforwarder/transaction/transaction.go:417 in internalProcess) | Successfully posted payload to "https://7-55-2-app.agent.datadoghq.com/intake/" (202 Accepted), the agent will only log transaction success every 500 transactions
2024-08-19 15:36:15 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:36:15 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:15 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:36:15 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:36:18 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:18 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:20 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:20 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:20 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:20 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:36:22 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:36:22 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:22 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:36:22 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 7df4040f-68af-4ec2-88c0-60460fbd2610 not found, not removing
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 55a610c7-0769-499e-b980-cdae22de71f1 not found, not removing
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 7df4040f-68af-4ec2-88c0-60460fbd2610 not found, not removing
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 55a610c7-0769-499e-b980-cdae22de71f1 not found, not removing
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 579765da-c4d1-4ccb-8bcd-9d517feb26bb not found, not removing
2024-08-19 15:36:27 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 579765da-c4d1-4ccb-8bcd-9d517feb26bb not found, not removing
2024-08-19 15:36:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:36:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:36:28 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:36:28 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:28 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:29 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 579765da-c4d1-4ccb-8bcd-9d517feb26bb not found, not removing
2024-08-19 15:36:30 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:36:30 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:30 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:30 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:30 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:36:30 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:30 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:36:30 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:36:33 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:35 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:36 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:37 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:36:37 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:37 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:36:37 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:36:37 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:38 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:38 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:40 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:40 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:40 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:40 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator | Done running check, next runs will be logged every 500 runs
2024-08-19 15:36:41 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:41 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:36:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:36:43 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:36:45 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:36:45 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:45 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:36:45 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_apiserver | Done running check
2024-08-19 15:36:47 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:48 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:48 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:48 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:50 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:36:50 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:50 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:36:50 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:36:51 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:52 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:36:52 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:36:52 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:36:52 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_state_core | Done running check
2024-08-19 15:36:52 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:53 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:57 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:129 in sendIterableSeries) | Demultiplexer: sendIterableSeries: start sending iterable series to the serializer
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (pkg/aggregator/aggregator.go:620 in sendServiceChecks) | Flushing 1 service checks to the forwarder
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (pkg/aggregator/demultiplexer.go:135 in sendIterableSeries) | Demultiplexer: sendIterableSeries: stop routine
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-services configuration provider
2024-08-19 15:36:58 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/autodiscoveryimpl/config_poller.go:154 in poll) | No modifications in the templates stored in kubernetes-endpoints configuration provider
2024-08-19 15:36:59 UTC | CLUSTER | DEBUG | (comp/core/autodiscovery/listeners/kube_endpoints.go:400 in removeService) | Entity 579765da-c4d1-4ccb-8bcd-9d517feb26bb not found, not removing
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:44 in CheckStarted) | check:orchestrator | Running check...
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/orchestrator/orchestrator.go:186 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Orchestrator check
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/collector/worker/check_logger.go:61 in CheckFinished) | check:orchestrator | Done running check
2024-08-19 15:37:00 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_apiserver | Running check...
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/kubernetesapiserver/kubernetes_apiserver.go:209 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the Kubernetes API Server check
2024-08-19 15:37:00 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_apiserver | Done running check, next runs will be logged every 500 runs
2024-08-19 15:37:00 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:01 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:02 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
2024-08-19 15:37:07 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubernetes_state_core | Running check...
2024-08-19 15:37:07 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:203 in EnsureLeaderElectionRuns) | Currently Leader: false. Leader identity: "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"
2024-08-19 15:37:07 UTC | CLUSTER | DEBUG | (pkg/collector/corechecks/cluster/ksm/kubernetes_state.go:488 in Run) | Not leader (leader is "agent-kind-datadog-cluster-agent-668c55cbfc-v2mnv"). Skipping the kube-state-metrics core check
2024-08-19 15:37:07 UTC | CLUSTER | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubernetes_state_core | Done running check, next runs will be logged every 500 runs
2024-08-19 15:37:07 UTC | CLUSTER | DEBUG | (/usr/local/go/src/net/http/httputil/reverseproxy.go:664 in logf) | Error while forwarding to leader DCA: http: proxy error: dial tcp 10.244.2.3:5005: i/o timeout
